;Time;Number_of_Casualties;Day_of_Week;Road_Type;Speed_limit;Light_Conditions;Weather_Conditions;Road_Surface_Conditions;Urban_or_Rural_Area;Vehicle_Type;Did_Police_Officer_Attend_Scene_of_Accident;Junction_Detail;Number_of_Vehicles;Accident_Severity;Unnamed: 14;Accident_Date
2913;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;1;0;1;3;;1/08/2022 3:22
2914;Mañana;-1;Fin de semana;6;60.0;1;1;1;2;bike;1;0;1;2;;18/09/2022 3:40
2915;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;2;;5/01/2023 5:48
2916;Tarde;-2;Fin de semana;6;20.0;1;1;1;2;bike;1;0;1;3;;18/09/2022 11:14
2917;Noche;-1;Día laboral;6;30.0;7;1;1;1;bike;1;0;1;3;;11/10/2022 22:15
2918;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;2/10/2022 15:40
2919;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;15/12/2022 21:47
2920;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;3;1;3;;7/10/2022 19:08
2921;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;29/05/2022 3:37
2922;Noche;-1;Día laboral;6;30.0;6;2;2;1;bike;1;0;1;2;;31/08/2022 12:07
2923;Noche;-1;Fin de semana;2;30.0;1;1;1;1;bike;1;0;1;3;;27/10/2022 15:29
2924;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;18/05/2022 20:11
2925;Tarde;-1;Fin de semana;6;60.0;1;1;1;2;bike;2;0;1;3;;12/08/2022 10:36
2926;Tarde;-1;Día laboral;2;30.0;1;2;2;1;bike;2;0;1;3;;4/01/2023 0:35
2927;Mañana;-1;Día laboral;6;30.0;1;2;2;2;bike;1;3;1;3;;1/10/2022 15:21
2928;Mañana;-1;Fin de semana;1;30.0;1;2;2;2;bike;2;1;1;3;;12/05/2022 14:10
2929;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;8/09/2022 21:41
2930;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;6;1;3;;23/05/2023 3:48
2931;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;8/01/2023 14:14
2932;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;1/01/2023 10:41
2933;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;8/03/2023 7:18
2934;Mañana;-1;Día laboral;6;30.0;1;4;4;2;bike;1;3;1;2;;10/05/2022 6:49
2935;Tarde;-1;Fin de semana;6;40.0;4;2;2;1;bike;1;0;1;3;;15/08/2022 13:48
2936;Noche;-1;Fin de semana;6;60.0;6;2;2;2;bike;2;0;1;3;;28/01/2023 8:53
2937;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;26/05/2022 3:12
2938;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;2;;23/06/2022 6:46
2939;Tarde;-1;Fin de semana;6;40.0;1;2;2;2;bike;1;0;1;2;;3/08/2022 13:03
2940;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;3;1;3;;14/12/2022 0:36
2941;Mañana;-1;Día laboral;6;60.0;1;2;2;2;bike;1;0;1;3;;16/05/2023 18:15
2942;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;3;;10/12/2022 17:07
2943;Tarde;-1;Día laboral;6;40.0;1;2;2;2;bike;1;0;1;3;;26/07/2022 23:34
2944;Noche;-1;Fin de semana;6;60.0;1;2;2;2;bike;1;0;1;3;;1/11/2022 7:24
2945;Noche;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;7/08/2022 9:53
2946;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;30/12/2022 12:30
2947;Noche;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;0;1;3;;9/02/2023 20:36
2948;Noche;-2;Día laboral;3;20.0;4;1;1;1;bike;1;3;1;2;;31/03/2023 3:15
2949;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;1;1;2;;5/05/2022 7:49
2950;Tarde;-1;Fin de semana;6;20.0;1;1;1;1;bike;1;3;1;2;;10/03/2023 11:22
2951;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;17/02/2023 3:46
2952;Tarde;-1;Día laboral;6;40.0;1;1;1;2;bike;1;0;1;2;;17/05/2023 12:41
2953;Noche;-1;Fin de semana;6;20.0;4;1;1;1;bike;1;0;1;3;;6/06/2022 1:47
2954;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;3/08/2022 4:38
2955;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;21/10/2022 10:18
2956;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;8/09/2022 0:35
2957;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;2;;6/06/2022 12:54
2958;Mañana;-1;Día laboral;6;30.0;1;4;4;1;bike;1;6;1;2;;16/02/2023 12:05
2959;Mañana;-2;Día laboral;6;40.0;1;1;1;1;bike;1;0;1;3;;9/05/2022 16:27
2960;Mañana;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;2;;7/06/2022 3:13
2961;Mañana;-1;Día laboral;6;40.0;1;2;2;2;bike;1;9;1;2;;16/01/2023 17:11
2962;Tarde;-1;Día laboral;2;30.0;1;2;2;1;bike;2;0;1;2;;3/09/2022 5:52
2963;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;2;;9/10/2022 1:13
2964;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;27/09/2022 14:52
2965;Tarde;-1;Fin de semana;6;40.0;1;1;1;2;bike;1;0;1;2;;27/09/2022 1:40
2966;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;2/10/2022 6:32
2967;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;0;1;2;;31/10/2022 14:19
2968;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;2;0;1;3;;9/09/2022 16:40
2969;Mañana;-1;Día laboral;6;20.0;4;2;2;1;bike;1;3;1;3;;23/03/2023 16:40
2970;Noche;-1;Día laboral;6;30.0;6;1;1;1;bike;2;3;1;3;;4/05/2023 13:04
2971;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;1/03/2023 0:53
2972;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;3;;22/08/2022 8:43
2973;Mañana;-2;Día laboral;1;30.0;1;1;1;1;bike;1;1;1;3;;6/11/2022 15:14
2974;Mañana;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;2;;4/12/2022 6:44
2975;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;14/05/2022 14:55
2976;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;9/07/2022 0:42
2977;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;2;;20/11/2022 19:54
2978;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;2;6;1;3;;17/09/2022 21:49
2979;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;2;;12/09/2022 8:39
2980;Noche;-1;Día laboral;6;60.0;6;1;1;2;bike;2;0;1;3;;20/02/2023 9:11
2981;Noche;-1;Día laboral;6;40.0;1;1;1;2;bike;1;3;1;3;;28/02/2023 0:51
2982;Tarde;-1;Día laboral;3;50.0;1;1;1;1;bike;1;0;1;3;;19/03/2023 12:59
2983;Mañana;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;0;1;2;;3/08/2022 23:23
2984;Tarde;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;0;1;3;;16/05/2022 12:32
2985;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;1/04/2023 10:10
2986;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;24/12/2022 15:25
2987;Noche;-1;Día laboral;6;60.0;1;1;1;2;bike;1;0;1;3;;10/07/2022 6:15
2988;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;24/10/2022 7:24
2989;Mañana;-1;Día laboral;3;40.0;1;2;2;1;bike;1;0;1;2;;4/03/2023 13:28
2990;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;1;0;1;3;;17/09/2022 3:39
2991;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;29/08/2022 4:12
2992;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;2;;12/06/2022 20:30
2993;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;2;1;3;;22/09/2022 5:31
2994;Mañana;-1;Día laboral;3;40.0;1;4;4;1;bike;1;1;1;2;;7/05/2022 1:06
2995;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;3;;3/04/2023 1:40
2996;Noche;-1;Fin de semana;9;30.0;1;1;1;1;bike;1;3;1;3;;25/05/2022 21:28
2997;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;25/11/2022 1:16
2998;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;18/11/2022 15:29
2999;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;0;1;2;;14/07/2022 10:59
3000;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;1;3;1;3;;17/06/2022 12:45
3001;Tarde;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;2;;10/06/2022 10:23
3002;Tarde;-1;Día laboral;6;30.0;4;3;3;1;bike;1;3;1;2;;20/07/2022 19:26
3003;Noche;-1;Fin de semana;6;30.0;4;2;2;1;bike;1;0;1;3;;7/10/2022 4:07
3004;Mañana;-1;Día laboral;6;30.0;1;1;1;2;bike;2;0;1;3;;22/05/2022 7:02
3005;Noche;-1;Día laboral;2;30.0;4;1;1;2;bike;1;0;1;3;;7/03/2023 1:02
3006;Noche;-2;Día laboral;2;30.0;4;1;1;1;bike;1;0;1;2;;3/12/2022 7:35
3007;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;19/08/2022 7:12
3008;Tarde;-1;Fin de semana;3;30.0;4;2;2;1;bike;1;7;1;3;;8/04/2023 14:38
3009;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;3;;1/10/2022 0:04
3010;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;3;1;3;;2/01/2023 16:59
3011;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;23/04/2023 11:15
3012;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;25/08/2022 3:22
3013;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;10/03/2023 20:19
3014;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;2;;15/09/2022 18:18
3015;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;5/04/2023 2:59
3016;Tarde;-2;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;3;;28/12/2022 12:51
3017;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;2;;22/09/2022 2:40
3018;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;7;1;3;;4/09/2022 19:52
3019;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;11/12/2022 22:56
3020;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;14/02/2023 3:31
3021;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;11/05/2022 8:36
3022;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;28/10/2022 8:41
3023;Noche;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;2;;1/10/2022 3:17
3024;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;4/07/2022 21:15
3025;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;2/11/2022 9:19
3026;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;7/02/2023 1:26
3027;Tarde;-2;Día laboral;2;30.0;1;2;2;1;bike;1;3;1;3;;9/10/2022 5:00
3028;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;6;1;3;;26/01/2023 4:39
3029;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;3;;20/07/2022 15:19
3030;Noche;-1;Día laboral;2;30.0;1;1;1;1;bike;2;3;1;3;;17/11/2022 5:09
3031;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;8/11/2022 15:42
3032;Tarde;-1;Fin de semana;2;30.0;1;1;1;1;bike;1;0;1;3;;1/03/2023 1:05
3033;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;19/08/2022 2:38
3034;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;21/12/2022 9:13
3035;Noche;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;26/03/2023 16:19
3036;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;1/03/2023 3:49
3037;Tarde;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;2;;26/08/2022 21:15
3038;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;22/06/2022 14:31
3039;Noche;-1;Fin de semana;1;30.0;4;1;1;1;bike;1;1;1;3;;7/12/2022 16:04
3040;Tarde;-1;Día laboral;9;30.0;1;1;1;1;bike;1;0;1;3;;20/06/2022 17:49
3041;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;30/01/2023 12:35
3042;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;23/05/2023 16:08
3043;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;2/07/2022 22:59
3044;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;2;;20/09/2022 4:22
3045;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;24/04/2023 16:45
3046;Noche;-2;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;13/06/2022 6:10
3047;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/01/2023 0:36
3048;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;5/06/2022 2:24
3049;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;1/10/2022 8:01
3050;Mañana;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;20/06/2022 20:59
3051;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;16/07/2022 8:34
3052;Noche;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;7/05/2023 11:42
3053;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;30/03/2023 17:45
3054;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;6;1;3;;16/07/2022 3:59
3055;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;6/03/2023 18:21
3056;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;13/05/2023 20:59
3057;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;11/09/2022 17:34
3058;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;16/05/2023 4:33
3059;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;2;;23/01/2023 3:48
3060;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;19/11/2022 18:14
3061;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;6;1;3;;6/02/2023 6:07
3062;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;0;1;3;;25/10/2022 3:56
3063;Tarde;-1;Día laboral;6;30.0;4;2;2;1;bike;1;6;1;3;;24/12/2022 18:55
3064;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;1;6;1;3;;28/01/2023 16:07
3065;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;1;3;1;2;;10/08/2022 0:46
3066;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;2/06/2022 12:17
3067;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;11/05/2022 11:12
3068;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;12/06/2022 7:36
3069;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;5/04/2023 10:56
3070;Noche;-1;Día laboral;6;20.0;1;1;1;1;bike;1;0;1;3;;6/05/2022 17:31
3071;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;3;;26/02/2023 14:46
3072;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;3/08/2022 7:05
3073;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;18/07/2022 2:44
3074;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;2;;5/08/2022 7:16
3075;Noche;-2;Día laboral;2;30.0;1;1;1;1;bike;2;0;1;2;;12/12/2022 10:17
3076;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;2/05/2022 9:34
3077;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;8;1;2;;12/01/2023 17:47
3078;Mañana;-1;Día laboral;2;30.0;1;1;1;1;bike;1;3;1;3;;13/02/2023 13:45
3079;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;24/03/2023 14:09
3080;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;24/12/2022 3:32
3081;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;30/06/2022 23:05
3082;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;11/06/2022 13:18
3083;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;8/12/2022 12:54
3084;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;3/02/2023 5:03
3085;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;10/09/2022 7:39
3086;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;7/04/2023 0:36
3087;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;15/05/2022 14:20
3088;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;2;3;1;3;;21/07/2022 17:25
3089;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;8/04/2023 1:17
3090;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;3/05/2022 22:58
3091;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;3;1;3;;10/06/2022 7:36
3092;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;12/05/2022 7:13
3093;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;17/11/2022 19:02
3094;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;2;3;1;3;;1/07/2022 11:07
3095;Noche;-1;Fin de semana;3;40.0;4;2;2;1;bike;1;0;1;3;;6/12/2022 9:33
3096;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;26/11/2022 7:24
3097;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;21/08/2022 11:00
3098;Noche;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;3;;26/10/2022 7:46
3099;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;3;;22/10/2022 14:32
3100;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;6;1;3;;5/05/2022 14:55
3101;Tarde;-2;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;2;;29/09/2022 9:36
3102;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;24/11/2022 7:54
3103;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;5/08/2022 2:28
3104;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;28/05/2023 21:32
3105;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;18/05/2023 14:05
3106;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;3;;9/05/2022 22:35
3107;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;22/06/2022 0:28
3108;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;25/06/2022 22:57
3109;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;11/04/2023 1:50
3110;Noche;-1;Día laboral;2;30.0;1;1;1;1;bike;1;0;1;3;;28/09/2022 1:07
3111;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;30/09/2022 14:15
3112;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;29/04/2023 17:40
3113;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;3/03/2023 20:34
3114;Tarde;-1;Día laboral;3;30.0;1;1;1;1;bike;1;0;1;3;;25/02/2023 13:46
3115;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;3;;14/08/2022 16:54
3116;Mañana;-1;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;3;;24/07/2022 0:55
3117;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;4/07/2022 22:53
3118;Noche;-1;Día laboral;6;30.0;6;1;1;1;bike;2;6;1;3;;18/11/2022 16:33
3119;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;2;3;1;3;;16/03/2023 23:40
3120;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;20/07/2022 19:23
3121;Noche;-2;Día laboral;3;30.0;1;1;1;1;bike;1;3;1;3;;21/02/2023 11:49
3122;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;11/04/2023 15:33
3123;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;2;;26/07/2022 12:39
3124;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;2;;13/07/2022 3:15
3125;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;2;0;1;3;;13/04/2023 4:11
3126;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;27/10/2022 9:55
3127;Noche;-1;Día laboral;6;30.0;1;2;2;1;bike;1;3;1;3;;21/02/2023 1:36
3128;Noche;-2;Fin de semana;3;30.0;4;1;1;1;bike;1;3;1;3;;16/06/2022 1:19
3129;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;28/01/2023 3:33
3130;Mañana;-1;Fin de semana;6;30.0;1;2;2;1;bike;1;0;1;3;;16/07/2022 22:23
3131;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;6;1;3;;16/01/2023 4:03
3132;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;3;1;2;;3/08/2022 0:57
3133;Mañana;-1;Día laboral;6;30.0;1;2;2;1;bike;2;0;1;3;;25/12/2022 9:46
3134;Tarde;-1;Día laboral;6;30.0;1;2;2;1;bike;2;3;1;2;;7/09/2022 19:20
3135;Noche;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;7/08/2022 13:32
3136;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;5/10/2022 9:40
3137;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;10/10/2022 11:20
3138;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;3;1;3;;8/09/2022 13:39
3139;Tarde;-1;Día laboral;6;30.0;4;1;1;1;bike;1;6;1;3;;17/01/2023 8:43
3140;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;11/10/2022 12:51
3141;Tarde;-1;Fin de semana;6;30.0;1;1;1;1;bike;2;3;1;3;;30/11/2022 14:38
3142;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;17/12/2022 13:42
3143;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;2/06/2022 4:40
3144;Noche;-1;Día laboral;6;30.0;4;2;2;1;bike;2;3;1;3;;27/11/2022 6:38
3145;Noche;-1;Día laboral;3;30.0;7;1;1;1;bike;2;6;1;3;;23/09/2022 1:59
3146;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;2;6;1;3;;7/08/2022 20:05
3147;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;6/07/2022 0:17
3148;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;27/11/2022 7:34
3149;Noche;-1;Día laboral;6;30.0;7;1;1;1;bike;1;9;1;3;;18/05/2023 11:00
3150;Noche;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;9/05/2023 4:13
3151;Noche;-1;Fin de semana;6;30.0;4;1;1;1;bike;1;0;1;3;;10/11/2022 14:50
3152;Tarde;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;10/12/2022 18:06
3153;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;7/02/2023 15:54
3154;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;18/05/2022 15:13
3155;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;8/10/2022 10:15
3156;Noche;-1;Día laboral;6;20.0;6;2;2;2;bike;2;0;1;3;;22/01/2023 21:24
3157;Mañana;-1;Fin de semana;3;30.0;1;1;1;1;bike;1;3;1;3;;30/06/2022 5:40
3158;Tarde;-1;Fin de semana;9;20.0;1;1;1;2;bike;1;0;1;2;;21/02/2023 11:59
3159;Tarde;-1;Día laboral;6;20.0;1;1;1;1;bike;1;3;1;3;;18/04/2023 7:36
3160;Mañana;-1;Fin de semana;6;30.0;1;1;1;2;bike;1;6;1;2;;23/05/2023 6:51
3161;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;3/12/2022 11:59
3162;Noche;-1;Día laboral;6;20.0;1;1;1;2;bike;1;0;1;2;;24/07/2022 14:47
3163;Noche;-1;Día laboral;6;30.0;4;1;1;1;bike;1;0;1;3;;16/11/2022 10:15
3164;Noche;-1;Día laboral;3;30.0;4;1;1;2;bike;1;3;1;3;;2/06/2022 0:43
3165;Mañana;-2;Día laboral;6;30.0;1;1;1;1;bike;1;0;1;3;;6/08/2022 9:49
3166;Tarde;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;17/10/2022 15:13
3167;Mañana;-1;Día laboral;6;30.0;1;1;1;1;bike;1;3;1;3;;17/03/2023 23:48
3168;Mañana;-1;Fin de semana;6;30.0;1;1;1;1;bike;1;0;1;3;;4/03/2023 1:43
